data_venda;cliente;descricao;qtd;valor_venda
2023-06-05;Kuvalis, Hauck and Considine;Havaiana;1;1922,54
2023-06-22;Heaney-Rempel;Havaiana;1;7386,5
2023-02-24;Rippin, Wehner and Armstrong;Havaiana;1;4161,09
2023-04-27;Walker-Pfannerstill;Lilium;1;4443,9
2023-04-30;Bailey Inc;Lilium;2;3221
2023-05-03;Hauck Inc;Lilium;1;4807,39
2023-03-29;Ferry Inc;Blazer Slim Fit;1;4761,04
2023-04-27;Lang-Orn;Blazer Slim Fit;1;3866,16
2023-05-26;Bergstrom Group;Blazer Slim Fit;2;8550,14
2023-05-06;Turner and Sons;Blazer Slim Fit;1;2846,63
2023-04-06;Smitham LLC;Paeonia;1;3317,83
2022-11-19;Kris, Homenick and Batz;Paeonia;1;4569,37
2022-11-30;Kuhic, Heidenreich and Hoppe;Roseta;1;6508,51
2022-12-07;Larson Inc;Roseta;1;2466,53
2023-03-22;Trantow Inc;Roseta;2;7713,22
2023-05-10;Dicki, Ritchie and Roberts;Blazer Poderoso Chefão;1;1628,55
2023-05-08;Pfeffer, Stiedemann and Bauch;Blazer Poderoso Chefão;1;3690,11
2023-07-17;Nienow and Sons;Intense;1;1359,46
2023-03-21;Parisian, Nolan and Crist;Intense;2;9116,22
2022-12-05;Cummerata, Roberts and Hyatt;Intense;1;9527,67
2022-11-23;Ward, Oberbrunner and Hamill;Folhagem;1;10805,87
2022-05-06;Tremblay, Boyle and Torphy;Folhagem;3;9359,98
2023-05-30;Reichert and Sons;Caribe;2;2455,27
2023-05-22;Nolan Inc;Caribe;1;5359,95
2023-04-01;Daniel, Schuppe and Rempel;Caribe;1;8686,39
2023-04-27;Walker-Pfannerstill;Tropical;1;4443,9
2023-04-20;Bayer, Carroll and McKenzie;Tropical;1;765,02
2023-04-18;Hudson, Crooks and Bernier;Canadense;1;2325,17
2023-04-20;Kling Group;Canadense;2;1688,72
2023-06-16;Hirthe LLC;Canadense;1;7677,46
2023-05-09;Botsford-Tillman;Canadense;1;1772,86
2023-02-20;Doyle, Mante and Ritchie;Cigano;1;3608,82
2023-05-05;Gislason-Feil;Cigano;1;4201,85
2023-04-22;Grimes LLC;Porto Rico;2;1578,21
2023-04-20;Kuhn, Boyle and Shanahan;Porto Rico;1;469,38
2023-05-02;Koch, Jast and Rosenbaum;Oriente;2;2581,07
2023-05-04;Feest Inc;Oriente;1;2332,59
2023-04-13;Yost, Sauer and Huel;Oriente;1;9725,86
2023-05-19;Beier, Wunsch and Harvey;Beach Flash;1;4169,44
2023-04-28;Hansen and Sons;Beach Flash;1;2588,81
2023-05-22;Rippin and Sons;Beach Flash;2;5281,37
2023-04-09;Weimann Group;Incomparaveis;3;9401,39
2023-03-18;Okuneva-Lynch;Incomparaveis;6;4078,31
2023-04-05;Grady, Koch and Monahan;Incomparaveis;3;10704,12
2023-06-09;Hettinger, Metz and Schiller;Incomparaveis;3;9229,36
2023-04-14;Reinger-Daniel;Casual Day;1;9335,36
2023-05-01;Sipes Group;Casual Day;2;4295,5
2023-09-25;Doyle, Mante and Ritchie;Psyco Universe;2;6050,36
2023-04-27;Daugherty-Pouros;Psyco Universe;1;463,24
2023-03-29;Skiles, Borer and Moen;Psyco Classic;1;515,15
2023-06-21;Mills, Bosco and Rath;Psyco Classic;2;2371,14
2023-03-29;Senger-Kiehn;Marine Slim;1;5918,86
2023-04-22;Harris Inc;Marine Slim;1;2681,73
2023-05-16;Cummings Group;Psyco Crew;1;4778,94
2023-04-22;Jones and Sons;Psyco Crew;2;4316,52
2023-04-07;Pfeffer, Stiedemann and Bauch;Cammelina;1;3870,71
2023-05-06;Kris, Homenick and Batz;Cammelina;1;4129,33
2023-04-17;Cartwright-Daugherty;Klamath;1;7240,48
2023-05-22;Nolan Inc;Klamath Weed;2;5359,95
2023-03-30;Herzog, Rodriguez and Waters;Klamath Weed;1;8759,47
2023-06-01;McLaughlin-Jacobs;Klamath White;1;9485,24
2023-02-05;Schiller Inc;Klamath White;1;3690,15
2023-04-17;Langosh-Hamill;Klamath White;1;5986,91
2023-08-06;Berge LLC;Havaiana;2;4423,51
2023-06-21;Mills, Bosco and Rath;Havaiana;1;2371,14
2023-02-18;Baumbach LLC;Havaiana;1;5628,85
2023-04-26;Baumbach, Gleason and Kuhlman;Lilium;1;2731,57
2023-04-16;Heaney-Rempel;Lilium;1;9759,27
2023-04-27;West, Daugherty and Ziemann;Lilium;2;3354,8
2023-04-30;Jast Group;Lilium;1;1436,55
2023-03-29;Rippin and Sons;Blazer Slim Fit;1;6861,04
2023-04-25;Cummings Group;Blazer Slim Fit;1;3380,54
2023-05-24;Emard Group;Blazer Slim Fit;2;11758,6
2023-05-05;Gislason-Feil;Blazer Slim Fit;1;4201,85
2023-04-03;Kuhic Inc;Paeonia;1;9136,38
2023-05-10;Lynch LLC;Paeonia;1;4591,78
2023-04-30;Jast Group;Paeonia;2;1436,55
2022-11-08;Friesen Inc;Paeonia;1;7373,31
2022-11-28;Kautzer LLC;Roseta;1;7606,34
2022-12-06;Moore, Cassin and Bartell;Roseta;1;5007,25
2023-03-20;Leffler Inc;Roseta;2;7816,51
2023-05-16;Bayer, Altenwerth and Reynolds;Blazer Poderoso Chefão;1;4933,52
2023-05-07;Pagac Inc;Blazer Poderoso Chefão;1;3314,14
2023-05-03;Hauck Inc;Blazer Poderoso Chefão;1;4807,39
2023-05-07;Parisian, Lockman and Kreiger;Blazer Poderoso Chefão;1;2075,19
2023-07-07;Volkman, Jaskolski and Lehner;Intense;1;5845,01
2023-05-30;Reichert and Sons;Intense;1;2455,27
2023-03-17;Klein, Nikolaus and Lebsack;Intense;2;7939,26
2022-11-28;Kautzer LLC;Intense;1;7606,34
2022-11-21;Walter, Rau and Zemlak;Folhagem;1;1724,15
2022-11-09;Kunde-Armstrong;Folhagem;1;4913,28
2022-04-27;Mills and Sons;Folhagem;3;10232,15
2023-03-01;Hudson, Reichert and Aufderhar;Folhagem;1;4278,64
2023-05-30;Klocko-Schuster;Caribe;2;4776,18
2023-05-20;Gleichner Group;Caribe;1;6608,57
2023-04-24;Russel Group;Caribe;1;106,56
2023-04-25;Cummings Group;Tropical;1;3380,54
2023-04-19;Jast-Lebsack;Tropical;1;4321,32
2023-04-18;Hudson, Crooks and Bernier;Canadense;2;2325,17
2023-04-01;Daniel, Schuppe and Rempel;Cigano;2;8686,39
2023-02-08;Barton, Schumm and Turcotte;Cigano;1;5510,38
2023-05-04;Feest Inc;Cigano;1;2332,59
2023-01-13;Block-O'Keefe;Porto Rico;1;5233,36
2023-04-19;Russel, Reynolds and Littel;Porto Rico;2;3288,82
2023-04-17;Langosh-Hamill;Porto Rico;1;5986,91
2023-04-28;Jast Group;Oriente;2;3939,03
2023-05-02;Koch, Jast and Rosenbaum;Oriente;1;2581,07
2023-04-12;Batz, MacGyver and Bradtke;Oriente;1;9648
2023-05-17;Hermiston-Kub;Beach Flash;1;1521,63
2023-04-27;Balistreri, Rolfson and Rice;Beach Flash;1;1897,6
2023-05-14;Block-O'Keefe;Beach Flash;2;3912,87
2023-04-29;Wilkinson LLC;Beach Flash;1;824,7
2023-04-07;Pfeffer, Stiedemann and Bauch;Incomparaveis;3;3870,71
2023-03-10;Watsica-Altenwerth;Incomparaveis;6;2251,07
2023-06-05;Klocko-Schuster;Incomparaveis;3;5552,48
2023-04-12;Batz, MacGyver and Bradtke;Casual Day;1;9648
2023-05-20;Gleichner Group;Casual Day;1;6608,57
2023-04-30;Bailey Inc;Casual Day;2;3221
2023-09-22;Mills and Sons;Psyco Universe;2;2175,85
2023-05-13;Runolfsson Inc;Psyco Universe;1;1665,65
2022-12-27;Kris-Corkery;Psyco Classic;1;11028,34
2023-03-29;Rippin and Sons;Marine Slim;1;6861,04
2023-04-21;Howell and Sons;Marine Slim;1;2234,53
2023-05-11;Oberbrunner Group;Psyco Crew;1;974,1
2023-04-22;Harris Inc;Psyco Crew;2;2681,73
2023-05-05;Gorczany-Fadel;Psyco Crew;1;3569,1
2023-04-06;Ondricka-Homenick;Cammelina;1;3296,29
2023-05-03;Crooks and Sons;Cammelina;1;1240,27
2023-05-11;Zboncak-Jacobi;Klamath;1;4226,68
2023-05-03;Hauck Inc;Klamath;1;4807,39
2023-04-16;Heaney-Rempel;Klamath;1;9759,27
2023-04-01;Daniel, Schuppe and Rempel;Klamath;1;8686,39
2023-06-05;Kuvalis, Hauck and Considine;Klamath Weed;2;1922,54
2023-05-11;Zboncak-Jacobi;Klamath Weed;2;4226,68
2023-05-28;Kovacek, Weissnat and Goodwin;Klamath White;1;8506,58
2023-02-02;Collins-Heathcote;Klamath White;1;2389,86
2023-04-16;Heaney-Rempel;Klamath White;1;9759,27
2023-08-01;Davis, Goyette and O'Hara;Havaiana;2;8748,27
2023-06-04;Mann and Sons;Havaiana;1;5481,18
2023-06-20;Kuhn, Muller and Romaguera;Havaiana;1;5094,06
2023-02-13;Daniel Inc;Havaiana;1;3812,04
2023-04-25;Hilll-Schneider;Lilium;1;2591,41
2023-04-27;Walker-Pfannerstill;Lilium;2;4443,9
2023-04-30;Schuppe, Lindgren and Johnston;Lilium;1;566,85
2023-03-28;Rosenbaum LLC;Blazer Slim Fit;1;1565,16
2023-04-25;Hegmann, Schroeder and Bahringer;Blazer Slim Fit;1;2025,76
2023-05-22;Rippin and Sons;Blazer Slim Fit;2;5281,37
2023-05-01;Davis, Turcotte and Romaguera;Blazer Slim Fit;1;3747,8
2023-04-01;Botsford Group;Paeonia;1;3948,39
2023-04-28;Jast Group;Paeonia;2;3939,03
2022-11-04;Schiller, Torphy and Heidenreich;Paeonia;1;11645,01
2022-11-27;Thiel Group;Roseta;1;3256,15
2023-03-10;Goyette-Gaylord;Roseta;2;6322,11
2023-05-16;Kuhic-Braun;Blazer Poderoso Chefão;1;3153,82
2023-04-29;Grimes, Gerlach and Labadie;Blazer Poderoso Chefão;1;3075,56
2023-04-30;Trantow Inc;Blazer Poderoso Chefão;1;1417,04
2023-07-07;Howell and Sons;Intense;1;4936,58
2023-05-29;Oberbrunner Group;Intense;1;3627,76
2023-02-28;Gottlieb-Stanton;Intense;2;3990,76
2022-11-06;Leffler Inc;Folhagem;1;6628,56
2023-02-18;Baumbach LLC;Folhagem;1;5628,85
2023-05-29;Oberbrunner Group;Caribe;2;3627,76
2023-05-16;Kuhic-Braun;Caribe;1;3153,82
2023-03-25;Deckow, Abshire and Bode;Caribe;1;10281,04
2023-04-23;O'Keefe Inc;Caribe;1;4756,89
2023-04-23;Schmitt, Daugherty and Russel;Tropical;1;1264,42
2023-04-18;Grimes, Gerlach and Labadie;Tropical;1;2553,28
2023-04-14;Reinger-Daniel;Canadense;1;9335,36
2023-04-14;Reinger-Daniel;Canadense;2;9335,36
2023-03-31;Dickinson Inc;Cigano;2;3627,45
2023-01-31;Reinger, Rogahn and Botsford;Cigano;1;5213,98
2023-05-03;McCullough, Murazik and Koch;Cigano;1;5958,52
2023-01-08;Davis-Stark;Porto Rico;1;8197,69
2023-04-13;Yost, Sauer and Huel;Porto Rico;2;9725,86
2023-05-22;Rippin and Sons;Porto Rico;1;5281,37
2023-04-16;Heaney-Rempel;Porto Rico;1;9759,27
2023-04-23;Harvey Group;Oriente;2;3830,97
2023-04-02;Nienow, Wiegand and Borer;Oriente;1;551,86
2023-05-01;Davis, Turcotte and Romaguera;Oriente;1;3747,8
2023-04-09;Lynch LLC;Oriente;1;6501,2
2023-05-17;McCullough Group;Beach Flash;1;2267,93
2023-04-22;Corkery-Kunze;Beach Flash;1;2711,53
2023-05-14;Reilly, Gerlach and Cummings;Beach Flash;2;221,05
2023-04-05;Grady, Koch and Monahan;Incomparaveis;3;10704,12
2023-04-01;Yost and Sons;Incomparaveis;3;2112,11
2023-04-07;Pfeffer, Stiedemann and Bauch;Casual Day;1;3870,71
2023-05-16;Rau-Franecki;Casual Day;1;3328,68
2023-04-24;Jones and Sons;Casual Day;2;830,87
2023-09-21;Terry, Schmeler and Konopelski;Psyco Universe;2;7973,19
2023-04-24;Jones and Sons;Psyco Universe;1;830,87
2023-05-11;Zboncak-Jacobi;Psyco Universe;1;4226,68
2023-03-19;Dare, Toy and Gibson;Psyco Classic;1;2900,57
2022-12-25;Goyette-Gaylord;Psyco Classic;1;5818,48
2023-05-30;Christiansen-Mueller;Marine Slim;1;9077,45
2023-04-16;Heaney-Rempel;Marine Slim;1;9759,27
2023-04-19;Ritchie-Mosciski;Psyco Crew;2;2013,89
2023-05-01;Davis, Turcotte and Romaguera;Psyco Crew;1;3747,8
2023-04-05;Grady, Koch and Monahan;Cammelina;1;10704,12
2023-05-10;Lynch LLC;Cammelina;2;4591,78
2023-04-26;Schaefer LLC;Cammelina;1;309,97
2023-05-04;Gaylord, Runolfsdottir and Larson;Klamath;1;563,62
2023-04-22;Harris Inc;Klamath;1;2681,73
2023-03-31;Dickinson Inc;Klamath;1;3627,45
2023-05-30;Klocko-Schuster;Klamath Weed;2;4776,18
2023-05-10;Lynch LLC;Klamath Weed;2;4591,78
2023-03-27;Grady-Pacocha;Klamath Weed;1;9396,84
2023-05-26;Bergstrom Group;Klamath White;1;8550,14
2023-04-12;Batz, MacGyver and Bradtke;Klamath White;1;9648
2023-08-01;Cassin Group;Havaiana;2;7406,57
2023-02-11;Keebler-McCullough;Havaiana;1;6095,91
2023-04-10;Dibbert-Weber;Lilium;1;2511,17
2023-04-29;Grimes, Gerlach and Labadie;Lilium;1;3075,56
2023-03-26;Barrows, Fisher and Emmerich;Blazer Slim Fit;1;10410,08
2023-04-22;Collier and Sons;Blazer Slim Fit;1;2083,43
2023-05-14;Block-O'Keefe;Blazer Slim Fit;2;3912,87
2023-05-04;Feest Inc;Paeonia;1;2332,59
2023-04-16;Heaney-Rempel;Paeonia;2;9759,27
2022-10-31;Gislason, Larson and Mohr;Paeonia;1;3279,42
2022-11-26;Beatty, Lubowitz and Bailey;Roseta;1;6130,3
2022-12-05;Cummerata, Roberts and Hyatt;Roseta;1;9527,67
2023-03-03;Mertz-Hickle;Roseta;2;6522,24
2023-04-27;Walker-Pfannerstill;Blazer Poderoso Chefão;1;4443,9
2023-07-06;Murray-Hahn;Intense;1;1730,59
2023-05-28;Kovacek, Weissnat and Goodwin;Intense;1;8506,58
2023-02-20;Doyle, Mante and Ritchie;Intense;2;3608,82
2022-11-24;Dach-O'Hara;Intense;1;7406,35
2022-11-08;Friesen Inc;Folhagem;1;7373,31
2022-11-03;Gulgowski, Klocko and Mann;Folhagem;1;2955,99
2022-04-10;Heathcote-Hahn;Folhagem;3;7555,79
2023-05-22;Rippin and Sons;Caribe;2;5281,37
2023-05-16;Rau-Franecki;Caribe;1;3328,68
2023-03-23;Fahey, Crooks and Marvin;Caribe;1;11268,87
2023-04-22;Corkery-Kunze;Caribe;1;2711,53
2023-04-23;O'Keefe Inc;Tropical;1;4756,89
2023-04-18;Hudson, Crooks and Bernier;Tropical;1;2325,17
2023-04-14;Lynch-Price;Canadense;2;2581,16
2023-06-03;Gorczany-Fadel;Canadense;1;2206,14
2023-04-27;Walker-Pfannerstill;Canadense;1;4443,9
2023-03-30;Herzog, Rodriguez and Waters;Cigano;1;8759,47
2023-01-01;Klocko-Marquardt;Cigano;1;5806,54
2023-04-30;Grimes, Shanahan and Hermann;Cigano;1;506,94
2023-05-17;Hermiston-Kub;Porto Rico;1;1521,63
2023-04-12;Batz, MacGyver and Bradtke;Porto Rico;1;9648
2023-04-22;Corkery-Kunze;Oriente;2;2711,53
2023-05-01;Sipes Group;Oriente;1;4295,5
2023-04-08;Bins, Fritsch and Osinski;Oriente;1;2881,49
2023-05-16;Cummings Group;Beach Flash;1;4778,94
2023-05-12;Franecki, Bernhard and Roob;Beach Flash;2;6167,11
2023-04-27;Lang-Orn;Beach Flash;1;3866,16
2023-04-02;Hansen and Sons;Incomparaveis;3;1503,3
2023-03-01;Hudson, Reichert and Aufderhar;Incomparaveis;6;4278,64
2023-03-31;Schneider and Sons;Incomparaveis;3;238,45
2023-05-30;Christiansen-Mueller;Incomparaveis;3;9077,45
2023-03-19;Dare, Toy and Gibson;Psyco Universe;1;2900,57
2023-09-19;Rosenbaum LLC;Psyco Universe;2;9107,49
2023-04-18;Okuneva-Hilpert;Psyco Universe;1;3119,38
2023-03-18;Okuneva-Lynch;Psyco Classic;1;4078,31
2022-12-22;Fritsch-Wilderman;Psyco Classic;1;848,86
2023-05-30;Klocko-Schuster;Marine Slim;1;4776,18
2023-03-13;Hyatt, Russel and Von;Marine Slim;1;7437,98
2023-04-14;Reinger-Daniel;Marine Slim;1;9335,36
2023-05-10;Zboncak-Roberts;Psyco Crew;1;296,41
2023-04-13;Yost, Sauer and Huel;Psyco Crew;2;9725,86
2023-04-29;Bayer Inc;Psyco Crew;1;1599,07
2023-05-05;Gorczany-Fadel;Cammelina;2;3569,1
2023-04-24;Feest-Lang;Cammelina;1;4615,68
2023-05-04;Keebler-McCullough;Klamath;1;212,84
2023-04-19;Ernser Group;Klamath;1;2258,92
2023-04-08;Dooley LLC;Klamath;1;5939,83
2023-05-03;Crooks and Sons;Klamath Weed;2;1240,27
2023-03-22;Hintz LLC;Klamath Weed;1;9348,78
2023-05-23;Daniel Inc;Klamath White;1;117,16
2023-05-24;Emard Group;Havaiana;1;11758,6
2023-02-07;Stark LLC;Havaiana;1;4866,28
2023-04-18;Dicki Group;Lilium;1;914,08
2023-04-07;Pfeffer, Stiedemann and Bauch;Lilium;1;3870,71
2023-04-22;Harris Inc;Lilium;2;2681,73
2023-03-23;Fahey, Crooks and Marvin;Blazer Slim Fit;1;11268,87
2023-04-19;Russel, Reynolds and Littel;Blazer Slim Fit;1;3288,82
2023-05-05;Denesik-Hagenes;Blazer Slim Fit;2;5552,59
2023-04-29;Grimes, Gerlach and Labadie;Blazer Slim Fit;1;3075,56
2023-03-20;Leffler Inc;Paeonia;1;7816,51
2023-05-01;Davis, Turcotte and Romaguera;Paeonia;1;3747,8
2022-10-28;Vandervort-Macejkovic;Paeonia;1;8447,53
2022-11-21;Fritsch-Monahan;Roseta;1;1976,3
2023-03-02;Romaguera, Gutmann and Swaniawski;Roseta;2;1182,72
2023-05-07;Pacocha and Sons;Blazer Poderoso Chefão;1;1209,96
2023-04-25;Cummings Group;Blazer Poderoso Chefão;1;3380,54
2023-04-27;Daniel, Padberg and Bauch;Blazer Poderoso Chefão;1;1813,12
2023-04-26;Hodkiewicz, Kerluke and Nicolas;Blazer Poderoso Chefão;1;2186,72
2023-06-29;Harris Inc;Intense;1;4134,51
2023-05-26;Bergstrom Group;Intense;1;8550,14
2023-02-16;Rippin, Wehner and Armstrong;Intense;2;7207,53
2022-11-23;Ward, Oberbrunner and Hamill;Intense;1;10805,87
2022-11-02;Sawayn Group;Folhagem;1;5866,3
2022-11-01;Lang-Orn;Folhagem;1;2766,3
2022-03-31;Kub and Sons;Folhagem;3;5743,49
2023-02-13;Nikolaus, Williamson and Gibson;Folhagem;1;8099,68
2023-05-21;Stiedemann, Johnston and Hermann;Caribe;2;519,93
2023-05-11;Herzog, Rodriguez and Waters;Caribe;1;4732,69
2023-03-22;Hintz LLC;Caribe;1;9348,78
2023-04-22;Kuhn LLC;Caribe;1;3242,27
2023-04-22;Jones and Sons;Tropical;1;4316,52
2023-04-17;Cartwright-Daugherty;Tropical;1;7240,48
2023-03-29;Senger-Kiehn;Canadense;1;5918,86
2023-04-13;Yost, Sauer and Huel;Canadense;2;9725,86
2023-05-29;Oberbrunner Group;Canadense;1;3627,76
2023-04-26;Hodkiewicz, Kerluke and Nicolas;Canadense;1;2186,72
2023-03-29;Senger-Kiehn;Cigano;1;5918,86
2023-03-26;Barrows, Fisher and Emmerich;Cigano;2;10410,08
2022-12-20;Osinski and Sons;Cigano;1;9638,08
2023-04-28;Lang-Orn;Cigano;1;694,15
2022-12-27;Kris-Corkery;Porto Rico;1;11028,34
2023-04-09;Weimann Group;Porto Rico;2;9401,39
2023-04-12;Metz LLC;Porto Rico;1;2995,56
2023-04-21;Howell and Sons;Oriente;2;2234,53
2023-03-30;Herzog, Rodriguez and Waters;Oriente;1;8759,47
2023-04-28;Jast Group;Oriente;1;3939,03
2023-04-06;Smitham LLC;Oriente;1;3317,83
2023-05-14;Morar, Wilkinson and Flatley;Beach Flash;1;4938,94
2023-04-18;Fay Inc;Beach Flash;1;825,65
2023-05-05;Gislason-Feil;Beach Flash;2;4201,85
2023-04-26;Baumbach, Gleason and Kuhlman;Beach Flash;1;2731,57
2023-02-28;Wiza-Bode;Incomparaveis;6;909,41
2023-05-29;Oberbrunner Group;Incomparaveis;3;3627,76
2023-05-20;Lind, Ebert and Skiles;Psyco Universe;3;5128,5
2022-06-07;Moore, Cassin and Bartell;Psyco Classic;3;7588,88
2023-06-12;Grimes LLC;Marine Slim;3;7073,27
2023-07-24;Bednar LLC;Cammelina;3;7821,82
2023-09-30;Moore, Dare and Cruickshank;Klamath;5;7983,17
2023-07-23;Hyatt, Russel and Von;Klamath Weed;3;3830,65
2021-11-07;Koepp and Sons;Lilium;4;8967
2023-04-03;Volkman, Jaskolski and Lehner;Blazer Slim Fit;3;10985,63
2023-09-23;MacGyver Group;Blazer Slim Fit;3;4284,76
2022-04-14;Stoltenberg-Stehr;Roseta;4;8328,4
2022-12-08;Volkman, Jaskolski and Lehner;Folhagem;7;6232,58
2022-06-02;Powlowski, Skiles and Bartell;Caribe;4;8041,74
2021-11-12;Brakus, Lowe and Runte;Canadense;4;8591,47
2023-10-05;Veum and Sons;Canadense;3;9453,13
2023-07-23;Klocko-Marquardt;Cigano;3;5333,27
2022-08-17;Huels LLC;Porto Rico;3;8975,64
2021-10-25;Halvorson LLC;Oriente;4;7086,15
2022-12-17;Daniel Inc;Havaiana;4;3579,12
2023-04-23;Prosacco and Sons;Psyco Universe;3;3188,86
2023-05-12;Smitham LLC;Cammelina;3;4555,21
2022-04-21;Ritchie-Mosciski;Klamath;4;5984,47
2021-04-30;Kautzer-Streich;Klamath Weed;5;2630,52
2022-12-31;Kautzer-Streich;Klamath Weed;5;8275,24
2023-05-20;Lind, Ebert and Skiles;Klamath Weed;3;5128,5
2023-07-27;Cassin Group;Klamath White;3;5578,95
2023-04-02;Jones-Sporer;Klamath White;3;6777,47
2023-09-18;Veum-Dickinson;Havaiana;2;6274,29
2021-10-27;Bayer-Ritchie;Lilium;5;8135,41
2023-08-11;Considine, O'Conner and Abbott;Paeonia;3;8160,63
2023-03-09;Hamill, Miller and Jacobson;Roseta;4;8104,97
2023-05-07;Dicki-Parisian;Blazer Poderoso Chefão;3;2373,92
2022-12-16;Wolf, Stehr and Labadie;Folhagem;4;8567,06
2023-08-16;Botsford Group;Porto Rico;3;10037,47
2021-10-17;Ruecker LLC;Porto Rico;3;9033,61
2021-07-25;Mills and Sons;Oriente;5;10391,23
2021-03-08;Daugherty-Pouros;Psyco Classic;4;2452,58
2022-08-01;Wilderman and Sons;Blazer Poderoso Chefão;3;11255,32
2023-06-06;Parker LLC;Psyco Universe;3;8532,17
2023-04-12;Jerde-Ratke;Psyco Universe;3;2110,82
2023-04-03;Volkman, Jaskolski and Lehner;Marine Slim;3;10985,63
2022-12-04;Doyle Inc;Marine Slim;3;10588,04
2022-12-29;Stracke Inc;Marine Slim;3;8376,68
2021-12-08;Bode, Dickinson and Abbott;Psyco Crew;5;7006,28
2023-03-30;Moore, Jacobs and Heaney;Klamath White;3;4455,61
2023-07-24;Bednar LLC;Havaiana;5;7821,82
2022-06-07;Volkman, Schmitt and Strosin;Lilium;5;5443,1
2021-10-21;Klocko-Marquardt;Blazer Slim Fit;5;8758,3
2023-07-04;Hoeger-Bashirian;Paeonia;3;518,32
2022-11-17;Abshire-Kunze;Paeonia;3;7878,22
2023-02-26;Davis-Stark;Paeonia;3;6034,19
2023-10-05;Torp-Heathcote;Blazer Poderoso Chefão;3;8685,83
2023-04-03;Volkman, Jaskolski and Lehner;Blazer Poderoso Chefão;3;10985,63
2023-10-07;Schaefer LLC;Caribe;4;7433,05
2023-09-24;Parker LLC;Canadense;2;9962,44
2022-11-24;Torphy, Graham and Russel;Incomparaveis;9;8315,32
2021-09-28;Bradtke Inc;Lilium;3;6729,91
2022-11-16;Tromp-Mayer;Caribe;3;4653,11
2023-06-03;Hoeger Group;Klamath White;3;3173,22
2023-07-23;Hyatt, Russel and Von;Psyco Classic;4;3830,65
2021-09-17;Kub and Sons;Psyco Classic;3;11454,49
2022-08-13;Breitenberg-Leannon;Marine Slim;3;3304,62
2023-07-27;Cassin Group;Cammelina;3;5578,95
2023-05-12;Mayer Group;Klamath White;3;2638,73
2022-11-28;Ziemann and Sons;Havaiana;3;10911,85
2021-11-01;Bashirian, Anderson and Langworth;Lilium;5;5110,42
2023-10-07;Schaefer LLC;Lilium;2;7433,05
2021-07-08;Zemlak Group;Paeonia;3;5829,81
2022-12-08;Volkman, Jaskolski and Lehner;Paeonia;3;6232,58
2023-08-11;Considine, O'Conner and Abbott;Caribe;4;8160,63
2023-04-24;Okuneva-Lynch;Tropical;3;3357,58
2023-10-07;Schaefer LLC;Cigano;3;7433,05
2022-10-03;Berge LLC;Cigano;3;10883,14
2022-03-24;Lemke-Hyatt;Porto Rico;3;4136,86
2023-10-01;Klocko-Marquardt;Porto Rico;2;9063,18
2023-04-20;Okuneva and Sons;Oriente;3;2625,76
2021-11-07;Koepp and Sons;Beach Flash;5;8967
2022-07-24;Connelly, Christiansen and Torp;Incomparaveis;9;5169,94
2022-08-01;Wilderman and Sons;Blazer Poderoso Chefão;3;11255,32
2023-08-10;Hermiston-Kub;Casual Day;4;3167,78
2023-07-24;Bednar LLC;Psyco Universe;6;7821,82
2023-03-26;Bernhard-Spinka;Psyco Universe;3;7858,89
2021-11-12;Brakus, Lowe and Runte;Marine Slim;3;8591,47
2022-11-28;Ziemann and Sons;Psyco Crew;3;10911,85
2022-06-08;Weber Inc;Klamath;3;6165,39
2023-09-29;Moore, Jacobs and Heaney;Klamath;2;6653,6
2021-08-22;Schmidt, Gulgowski and Lindgren;Klamath White;3;8015,92
2023-09-24;Parker LLC;Lilium;2;9962,44
2023-09-24;Parker LLC;Blazer Slim Fit;2;9962,44
2022-04-21;Ritchie-Mosciski;Folhagem;7;5984,47
2021-10-27;Bayer-Ritchie;Caribe;3;8135,41
2022-02-01;Deckow, Abshire and Bode;Cigano;3;3693,64
2023-10-02;Christiansen-Mueller;Porto Rico;4;9665,07
2021-07-29;Runte-Ziemann;Beach Flash;5;5454,33
2021-12-16;Kunde-Armstrong;Intense;3;6623,47
2021-10-27;Bayer-Ritchie;Psyco Universe;3;8135,41
2023-07-24;Bednar LLC;Psyco Classic;2;7821,82
2023-04-11;Gerhold-Cole;Psyco Classic;4;11945,38
2021-08-22;Schmidt, Gulgowski and Lindgren;Marine Slim;3;8015,92
2021-07-19;Hudson, Reichert and Aufderhar;Marine Slim;3;7524,42
2023-05-20;Lind, Ebert and Skiles;Cammelina;3;5128,5
2023-03-30;Hahn-Walsh;Klamath;3;1861,32
2023-09-24;Parker LLC;Klamath;2;9962,44
2021-06-29;Pollich Group;Havaiana;5;6620,25
2023-09-11;Schamberger, Rosenbaum and Ferry;Havaiana;2;1010,48
2023-10-08;Aufderhar, Lebsack and Baumbach;Lilium;2;7441,66
2023-09-18;Veum-Dickinson;Blazer Slim Fit;2;6274,29
2023-04-11;Gerhold-Cole;Roseta;4;11945,38
2021-10-21;Klocko-Marquardt;Blazer Poderoso Chefão;3;8758,3
2022-12-18;Hauck, Johnson and Hamill;Folhagem;5;8113,97
2021-10-03;Bauch Inc;Folhagem;3;2418,5
2023-09-30;Moore, Dare and Cruickshank;Caribe;2;7983,17
2022-05-03;Swaniawski, Nicolas and Koepp;Canadense;5;9604,36
2023-08-16;Botsford Group;Porto Rico;4;10037,47
