id;data;nfe;nf_desconto;valor_bruto;valor_venda;cliente_id
653;2023-04-23 00:00:00,000;"SO85516";235,2;3424,06;3188,86;42
654;2023-04-23 00:00:00,000;"SO85521";88,9;1353,32;1264,42;684
655;2021-05-24 00:00:00,000;"SO45521";109,6;1411,58;1301,98;290
656;2023-04-22 00:00:00,000;"SO85340";36,4;624,85;588,45;418
657;2023-04-23 00:00:00,000;"SO85517";45,2;976,28;931,08;148
658;2021-05-24 00:00:00,000;"SO45517";73,2;991,72;918,52;516
659;2023-04-23 00:00:00,000;"SO85520";303;5059,89;4756,89;79
660;2021-05-24 00:00:00,000;"SO45520";341,9;4964,14;4622,24;41
661;2023-04-23 00:00:00,000;"SO85518";42,3;712,55;670,25;697
662;2021-05-24 00:00:00,000;"SO45518";63;761,62;698,62;80
663;2021-05-24 00:00:00,000;"SO45522";279,95;4156,92;3876,97;424
664;2023-04-23 00:00:00,000;"SO85522";188,2;4019,17;3830,97;479
665;2021-05-24 00:00:00,000;"SO45519";27,65;379,07;351,42;62
668;2023-04-24 00:00:00,000;"SO85528";7,2;359,6;352,4;183
670;2023-04-24 00:00:00,000;"SO85525";31,3;862,17;830,87;504
671;2021-05-25 00:00:00,000;"SO45525";76,35;872,89;796,54;339
672;2023-04-23 00:00:00,000;"SO85519";31,85;368,21;336,36;241
673;2023-04-24 00:00:00,000;"SO85524";162,75;2912,31;2749,56;654
674;2021-05-25 00:00:00,000;"SO45524";62;2784,15;2722,15;266
675;2023-04-24 00:00:00,000;"SO85527";284,9;4900,58;4615,68;447
676;2021-05-25 00:00:00,000;"SO45527";203,05;4714,88;4511,83;345
677;2021-05-25 00:00:00,000;"SO45523";5,6;548,8;543,2;303
679;2023-04-24 00:00:00,000;"SO85532";116,05;2457,96;2341,91;600
680;2021-05-25 00:00:00,000;"SO45532";125,55;2513,02;2387,47;203
681;2023-04-24 00:00:00,000;"SO85526";27,3;577,38;550,08;265
682;2021-05-25 00:00:00,000;"SO45526";27,4;601,02;573,62;554
683;2021-05-25 00:00:00,000;"SO45531";44,05;989,05;945;215
684;2023-04-24 00:00:00,000;"SO85529";213,35;3570,93;3357,58;482
685;2021-05-25 00:00:00,000;"SO45529";201,45;3655,68;3454,23;138
686;2023-04-25 00:00:00,000;"SO85539";95,9;1424,5;1328,6;243
687;2021-05-26 00:00:00,000;"SO45539";102,95;1358,4;1255,45;532
688;2023-04-25 00:00:00,000;"SO85537";5,6;183,6;178;213
689;2021-05-26 00:00:00,000;"SO45537";11,2;171,36;160,16;453
690;2021-05-26 00:00:00,000;"SO45533";30,3;469,5;439,2;384
691;2023-04-25 00:00:00,000;"SO85533";25;522;497;43
692;2023-04-25 00:00:00,000;"SO85540";89,75;1337,02;1247,27;286
693;2023-04-24 00:00:00,000;"SO85531";38,25;999,18;960,93;2
694;2021-05-27 00:00:00,000;"SO45540";66,65;1339,6;1272,95;101
695;2023-04-25 00:00:00,000;"SO85538";181,3;3561,84;3380,54;431
696;2021-05-26 00:00:00,000;"SO45538";164,7;3791,57;3626,87;11
697;2021-05-26 00:00:00,000;"SO45535";200,6;2735,92;2535,32;109
698;2023-04-25 00:00:00,000;"SO85535";243,15;2834,56;2591,41;16
699;2021-05-26 00:00:00,000;"SO45534";111,55;2166,44;2054,89;109
700;2023-04-25 00:00:00,000;"SO85534";89,85;2115,61;2025,76;545
701;2021-05-26 00:00:00,000;"SO45536";221,7;3285,3;3063,6;678
702;2023-04-26 00:00:00,000;"SO85546";47,55;1066,05;1018,5;396
703;2021-05-27 00:00:00,000;"SO45546";78,55;1004,93;926,38;684
704;2023-04-26 00:00:00,000;"SO85548";59,15;965,19;906,04;675
705;2021-05-27 00:00:00,000;"SO45548";81,55;986,81;905,26;428
706;2021-05-27 00:00:00,000;"SO45545";68,9;1348,61;1279,71;104
707;2023-04-26 00:00:00,000;"SO85545";102,6;1273,63;1171,03;631
708;2023-04-26 00:00:00,000;"SO85543";42,45;352,42;309,97;284
709;2021-05-27 00:00:00,000;"SO45543";36,65;355,5;318,85;308
710;2023-04-25 00:00:00,000;"SO85536";96,75;3149,64;3052,89;366
711;2023-04-26 00:00:00,000;"SO85541";6,8;544,5;537,7;696
712;2021-05-27 00:00:00,000;"SO45541";24,05;553,5;529,45;228
713;2021-05-28 00:00:00,000;"SO45549";275,8;4031,07;3755,27;342
714;2023-04-27 00:00:00,000;"SO85549";237,6;4103,76;3866,16;55
715;2021-05-27 00:00:00,000;"SO45542";233,8;3076,53;2842,73;484
716;2023-04-26 00:00:00,000;"SO85542";362,5;3094,07;2731,57;77
717;2021-05-27 00:00:00,000;"SO45547";135;2221,68;2086,68;405
718;2021-05-27 00:00:00,000;"SO45544";44,2;863,77;819,57;182
719;2021-05-28 00:00:00,000;"SO45551";22;466,24;444,24;96
720;2021-05-28 00:00:00,000;"SO45553";106,7;1985,64;1878,94;230
721;2021-05-29 00:00:00,000;"SO45555";192,45;3619,88;3427,43;456
722;2021-05-28 00:00:00,000;"SO45552";152,75;3215,45;3062,7;674
723;2021-05-28 00:00:00,000;"SO45550";324,25;4642,85;4318,6;253
724;2021-05-28 00:00:00,000;"SO45554";126,6;1964,22;1837,62;568
725;2021-05-29 00:00:00,000;"SO45558";15;695,61;680,61;58
726;2021-05-29 00:00:00,000;"SO45560";122,5;1853,85;1731,35;531
727;2023-04-28 00:00:00,000;"SO85556";257,85;4196,88;3939,03;12
728;2021-05-29 00:00:00,000;"SO45556";166,3;4117,6;3951,3;582
729;2023-04-28 00:00:00,000;"SO85559";23,4;163,2;139,8;591
731;2023-04-28 00:00:00,000;"SO85561";186,4;3626,03;3439,63;97
732;2021-05-29 00:00:00,000;"SO45561";188,35;3612,22;3423,87;150
733;2023-04-28 00:00:00,000;"SO85557";202,85;2791,66;2588,81;73
734;2021-05-29 00:00:00,000;"SO45557";203,85;2800,33;2596,48;173
735;2023-04-28 00:00:00,000;"SO85560";91,75;1824,46;1732,71;531
737;2021-05-30 00:00:00,000;"SO45567";7,65;185,12;177,47;460
738;2021-05-31 00:00:00,000;"SO45568";230,35;3229,9;2999,55;556
739;2023-04-30 00:00:00,000;"SO85568";155,5;3535,9;3380,4;270
740;2021-05-30 00:00:00,000;"SO45563";12,25;457,71;445,46;78
741;2023-04-29 00:00:00,000;"SO85563";13,9;524;510,1;537
742;2021-05-30 00:00:00,000;"SO45562";51;766,68;715,68;616
743;2023-04-29 00:00:00,000;"SO85562";13,6;838,3;824,7;194
744;2021-05-30 00:00:00,000;"SO45565";134,5;3218,89;3084,39;141
745;2023-04-29 00:00:00,000;"SO85566";7,65;197,58;189,93;262
746;2021-05-30 00:00:00,000;"SO45566";15,3;220,72;205,42;166
747;2021-05-30 00:00:00,000;"SO45564";133,15;1753,97;1620,82;249
748;2023-04-29 00:00:00,000;"SO85564";85,55;1684,62;1599,07;112
749;2021-05-31 00:00:00,000;"SO45569";48,9;508,05;459,15;11
750;2023-04-30 00:00:00,000;"SO85569";4,8;511,74;506,94;606
751;2021-05-31 00:00:00,000;"SO45571";190,8;3309,26;3118,46;49
752;2023-04-30 00:00:00,000;"SO85571";212,15;3433,15;3221;200
753;2021-05-31 00:00:00,000;"SO45570";33,85;1466,76;1432,91;67
754;2023-04-30 00:00:00,000;"SO85570";62,6;1479,64;1417,04;537
755;2023-04-29 00:00:00,000;"SO85565";171,3;3246,86;3075,56;433
756;2021-05-31 00:00:00,000;"SO45573";38,3;643,03;604,73;150
757;2023-04-30 00:00:00,000;"SO85573";38,3;605,15;566,85;560
758;2023-05-01 00:00:00,000;"SO85575";254,75;4550,25;4295,5;416
759;2021-06-01 00:00:00,000;"SO45575";293,15;4520,84;4227,69;320
760;2021-05-31 00:00:00,000;"SO45574";116;1543,62;1427,62;109
761;2023-04-30 00:00:00,000;"SO85574";84,95;1521,5;1436,55;12
762;2021-05-31 00:00:00,000;"SO45572";63;1459,77;1396,77;262
763;2023-05-01 00:00:00,000;"SO85576";71,75;926,97;855,22;575
764;2021-06-01 00:00:00,000;"SO45576";46,6;899,58;852,98;665
765;2021-06-01 00:00:00,000;"SO45577";229,05;4068,21;3839,16;564
766;2023-05-01 00:00:00,000;"SO85577";253,45;4001,25;3747,8;33
767;2021-06-02 00:00:00,000;"SO45780";150,55;2991,52;2840,97;50
768;2023-04-30 00:00:00,000;"SO85572";86,75;1486,9;1400,15;701
769;2023-05-02 00:00:00,000;"SO85780";148,8;3042,16;2893,36;169
770;2023-05-02 00:00:00,000;"SO85779";143,2;2724,27;2581,07;327
771;2021-06-02 00:00:00,000;"SO45779";158,8;2665,34;2506,54;237
772;2021-06-03 00:00:00,000;"SO45781";318;4803,13;4485,13;536
773;2023-05-03 00:00:00,000;"SO85781";273,95;5081,34;4807,39;420
774;2023-05-02 00:00:00,000;"SO85578";35,2;695,3;660,1;379
775;2021-06-02 00:00:00,000;"SO45578";34;661,45;627,45;655
776;2021-06-02 00:00:00,000;"SO45579";8,1;116,48;108,38;206
777;2023-05-02 00:00:00,000;"SO85579";24,3;137,76;113,46;28
778;2021-06-03 00:00:00,000;"SO45785";162,95;2494,9;2331,95;502
779;2021-06-03 00:00:00,000;"SO45782";149,65;2803,67;2654,02;387
780;2023-05-03 00:00:00,000;"SO85782";202,55;2844,17;2641,62;162
781;2023-05-03 00:00:00,000;"SO85786";182,6;6141,12;5958,52;229
782;2021-06-03 00:00:00,000;"SO45786";315,3;6142,41;5827,11;64
783;2023-05-03 00:00:00,000;"SO85784";28,05;667,94;639,89;512
784;2021-06-03 00:00:00,000;"SO45784";69,5;632,37;562,87;612
785;2021-06-03 00:00:00,000;"SO45783";86,8;1380,34;1293,54;398
786;2023-05-03 00:00:00,000;"SO85783";98,45;1338,72;1240,27;553
787;2023-05-03 00:00:00,000;"SO85785";94,3;2529,9;2435,6;159
788;2021-06-04 00:00:00,000;"SO45793";238,3;5422,59;5184,29;310
789;2023-05-04 00:00:00,000;"SO85793";228;5356,08;5128,08;584
790;2021-06-04 00:00:00,000;"SO45788";33,4;257,08;223,68;110
791;2023-05-04 00:00:00,000;"SO85788";33,4;246,24;212,84;274
792;2023-05-04 00:00:00,000;"SO85791";93,7;657,32;563,62;252
793;2021-06-04 00:00:00,000;"SO45791";72,6;660,27;587,67;273
794;2021-06-04 00:00:00,000;"SO45792";111,9;2296,92;2185,02;315
795;2023-04-26 00:00:00,000;"SO85547";58,6;2245,32;2186,72;360
796;2023-05-04 00:00:00,000;"SO85792";99,55;2432,14;2332,59;257
797;2023-05-04 00:00:00,000;"SO85789";22,5;330,54;308,04;199
798;2023-04-27 00:00:00,000;"SO85551";16,7;479,94;463,24;575
799;2021-06-04 00:00:00,000;"SO45789";42,45;339,92;297,47;249
800;2023-05-04 00:00:00,000;"SO85787";56,2;811,96;755,76;525
801;2023-04-27 00:00:00,000;"SO85553";87,85;1900,97;1813,12;674
802;2021-06-04 00:00:00,000;"SO45787";41,3;807,62;766,32;418
803;2023-04-27 00:00:00,000;"SO85555";192,7;3547,5;3354,8;690
804;2021-06-04 00:00:00,000;"SO45790";29,95;586,39;556,44;524
805;2023-05-04 00:00:00,000;"SO85790";36,4;521,4;485;457
806;2023-05-05 00:00:00,000;"SO85795";211,85;3780,95;3569,1;516
807;2021-06-05 00:00:00,000;"SO45795";268,25;3791,36;3523,11;159
808;2023-04-26 00:00:00,000;"SO85544";36,15;851,9;815,75;540
809;2023-05-05 00:00:00,000;"SO85797";249,05;4450,9;4201,85;692
810;2021-06-05 00:00:00,000;"SO45797";326,15;4583,69;4257,54;210
811;2023-04-27 00:00:00,000;"SO85552";217,3;3327,21;3109,91;93
812;2023-04-27 00:00:00,000;"SO85550";242,95;4686,85;4443,9;546
813;2023-05-05 00:00:00,000;"SO85794";86,4;1589,89;1503,49;674
814;2021-06-05 00:00:00,000;"SO45794";88,35;1558,66;1470,31;258
815;2023-05-05 00:00:00,000;"SO85798";377,2;5929,79;5552,59;340
816;2021-06-05 00:00:00,000;"SO45798";325,1;5826,98;5501,88;202
817;2023-04-27 00:00:00,000;"SO85554";125;2022,6;1897,6;385
818;2023-05-05 00:00:00,000;"SO85796";132,45;2187,81;2055,36;80
819;2021-06-05 00:00:00,000;"SO45796";158,2;2206,97;2048,77;402
820;2023-04-28 00:00:00,000;"SO85558";29,1;723,25;694,15;55
821;2023-05-06 00:00:00,000;"SO85800";65,9;1313,01;1247,11;656
822;2021-06-06 00:00:00,000;"SO45800";120,1;1326,61;1206,51;397
823;2023-05-06 00:00:00,000;"SO85802";135,7;2982,33;2846,63;427
824;2021-06-06 00:00:00,000;"SO45802";226,65;3179,4;2952,75;140
825;2023-05-06 00:00:00,000;"SO85799";238,9;4368,23;4129,33;495
826;2021-06-06 00:00:00,000;"SO45799";210,7;4339,8;4129,1;682
827;2021-06-06 00:00:00,000;"SO45803";114,4;2554,5;2440,1;67
828;2023-05-07 00:00:00,000;"SO85803";127,3;2501,22;2373,92;129
829;2023-05-06 00:00:00,000;"SO85801";99,95;3245,84;3145,89;207
830;2021-06-06 00:00:00,000;"SO45801";90,4;3295,46;3205,06;588
831;2021-06-07 00:00:00,000;"SO45807";46,2;1110,22;1064,02;471
832;2023-05-07 00:00:00,000;"SO85807";46,2;1256,16;1209,96;400
833;2021-06-07 00:00:00,000;"SO45805";178,15;3625,31;3447,16;215
834;2023-05-07 00:00:00,000;"SO85805";235,95;3550,09;3314,14;196
835;2023-05-07 00:00:00,000;"SO85804";159;2234,19;2075,19;380
836;2021-06-07 00:00:00,000;"SO45804";134,65;2198,73;2064,08;692
837;2023-05-07 00:00:00,000;"SO85808";88,05;710,84;622,79;49
838;2021-06-07 00:00:00,000;"SO45808";45,95;752,78;706,83;640
839;2021-06-08 00:00:00,000;"SO45809";139,15;3803,5;3664,35;675
840;2023-05-07 00:00:00,000;"SO85806";43;670,82;627,82;276
841;2021-06-07 00:00:00,000;"SO45806";25,9;678,42;652,52;132
842;2021-06-08 00:00:00,000;"SO45813";266,35;4116,97;3850,62;484
843;2023-05-08 00:00:00,000;"SO85813";230,05;3862,24;3632,19;158
844;2021-06-08 00:00:00,000;"SO45811";54,35;1037,08;982,73;434
845;2023-05-08 00:00:00,000;"SO85811";61,35;992,59;931,24;246
846;2021-06-08 00:00:00,000;"SO45812";75,7;1750,57;1674,87;517
847;2023-05-08 00:00:00,000;"SO85812";101,9;1686,48;1584,58;185
848;2023-05-08 00:00:00,000;"SO85809";202,3;3892,41;3690,11;148
849;2023-05-08 00:00:00,000;"SO85810";159,2;2892,14;2732,94;23
850;2021-06-08 00:00:00,000;"SO45810";161,35;2852,34;2690,99;413
851;2021-06-09 00:00:00,000;"SO46025";70,65;884,98;814,33;403
853;2021-06-09 00:00:00,000;"SO46023";16,7;115;98,3;22
854;2023-05-09 00:00:00,000;"SO86023";25,05;120,75;95,7;230
855;2023-06-18 00:00:00,000;"SO84121";60,85;1034,46;973,61;113
856;2023-05-10 00:00:00,000;"SO86028";289,8;4881,58;4591,78;397
857;2021-06-10 00:00:00,000;"SO46028";348;4829,72;4481,72;54
858;2021-06-09 00:00:00,000;"SO46027";79,7;927,44;847,74;579
859;2021-06-09 00:00:00,000;"SO46024";101,65;1327,58;1225,93;263
860;2023-05-09 00:00:00,000;"SO86024";83,05;1392,07;1309,02;565
861;2023-05-09 00:00:00,000;"SO86026";99,45;1872,31;1772,86;153
862;2023-06-18 00:00:00,000;"SO84123";5,8;163,62;157,82;543
863;2021-06-09 00:00:00,000;"SO46026";91,85;1925,06;1833,21;87
864;2021-06-09 00:00:00,000;"SO45815";120,3;2658,61;2538,31;463
865;2023-05-09 00:00:00,000;"SO85815";163,5;2583,92;2420,42;199
866;2023-06-18 00:00:00,000;"SO84122";33,9;322,62;288,72;187
867;2023-06-18 00:00:00,000;"SO84124";211,45;3655,44;3443,99;7
868;2021-06-09 00:00:00,000;"SO45814";114,55;1277,89;1163,34;619
869;2023-05-09 00:00:00,000;"SO85814";68,85;1307,96;1239,11;126
870;2023-05-09 00:00:00,000;"SO86027";98,25;945,48;847,23;560
871;2023-05-11 00:00:00,000;"SO86034";197,55;4930,24;4732,69;474
872;2023-06-19 00:00:00,000;"SO84126";28,7;1118,44;1089,74;602
873;2021-06-10 00:00:00,000;"SO46034";295,85;4768,79;4472,94;378
874;2023-06-18 00:00:00,000;"SO84125";25,9;535,01;509,11;503
875;2021-06-10 00:00:00,000;"SO46032";102,9;2158,18;2055,28;662
876;2023-05-10 00:00:00,000;"SO86032";124,1;2163,8;2039,7;572
877;2023-05-10 00:00:00,000;"SO86033";73,25;1701,8;1628,55;365
878;2023-06-19 00:00:00,000;"SO84127";188,5;3769,67;3581,17;93
879;2021-06-10 00:00:00,000;"SO46033";97,75;1562,06;1464,31;368
880;2023-06-20 00:00:00,000;"SO84129";345,1;5439,16;5094,06;130
881;2023-05-10 00:00:00,000;"SO86029";56,6;967,03;910,43;654
882;2021-06-10 00:00:00,000;"SO46029";58,75;978,94;920,19;237
883;2021-06-10 00:00:00,000;"SO46030";20,9;369,14;348,24;293
884;2021-06-10 00:00:00,000;"SO46031";32,25;370,8;338,55;465
885;2023-05-10 00:00:00,000;"SO86031";29,95;326,36;296,41;211
886;2023-05-11 00:00:00,000;"SO86035";43,6;1017,7;974,1;23
887;2021-06-11 00:00:00,000;"SO46035";58;1115,88;1057,88;682
888;2021-06-11 00:00:00,000;"SO46041";115,65;1283,63;1167,98;216
889;2023-05-11 00:00:00,000;"SO86041";70,25;1292,18;1221,93;370
890;2023-05-11 00:00:00,000;"SO86040";14,4;197,06;182,66;698
891;2021-06-11 00:00:00,000;"SO46040";14,4;177,02;162,62;689
892;2023-05-10 00:00:00,000;"SO86030";52,25;348,8;296,55;668
893;2021-06-11 00:00:00,000;"SO46036";262,55;4545,6;4283,05;449
894;2023-05-11 00:00:00,000;"SO86036";358,05;4584,73;4226,68;371
895;2021-06-11 00:00:00,000;"SO46039";125,85;1792,1;1666,25;14
896;2023-05-11 00:00:00,000;"SO86039";108,1;1813,43;1705,33;551
897;2023-05-11 00:00:00,000;"SO86037";9,6;426;416,4;226
898;2021-06-11 00:00:00,000;"SO46037";9,6;421,5;411,9;169
899;2021-06-11 00:00:00,000;"SO46038";182;3235,15;3053,15;255
900;2021-06-12 00:00:00,000;"SO46043";162,15;2911,15;2749;437
901;2021-06-12 00:00:00,000;"SO46044";303,15;6286,28;5983,13;170
902;2021-06-12 00:00:00,000;"SO46042";278,8;4259,94;3981,14;323
903;2021-06-12 00:00:00,000;"SO46045";382,95;5205,58;4822,63;365
905;2021-06-13 00:00:00,000;"SO46047";61,5;1698,57;1637,07;220
906;2021-06-13 00:00:00,000;"SO46049";411,9;6580,48;6168,58;430
907;2021-06-13 00:00:00,000;"SO46048";82;1591,67;1509,67;395
908;2021-06-14 00:00:00,000;"SO46050";41,75;250,7;208,95;233
909;2023-05-14 00:00:00,000;"SO86050";25,05;246,1;221,05;281
910;2021-06-14 00:00:00,000;"SO46051";88,25;2218,16;2129,91;205
911;2021-06-14 00:00:00,000;"SO46052";83,45;1618,5;1535,05;611
912;2023-05-14 00:00:00,000;"SO86052";74,95;1611,92;1536,97;535
913;2021-06-14 00:00:00,000;"SO46054";61,5;2171,65;2110,15;265
914;2023-05-14 00:00:00,000;"SO86054";98,15;2087,07;1988,92;254
915;2023-05-14 00:00:00,000;"SO86053";133,4;2415,02;2281,62;575
916;2021-06-14 00:00:00,000;"SO46053";184,3;2488,25;2303,95;89
917;2023-05-14 00:00:00,000;"SO86051";97,1;2101,02;2003,92;395
918;2023-05-14 00:00:00,000;"SO86056";226,35;4139,22;3912,87;404
919;2021-06-15 00:00:00,000;"SO46056";184,6;4077,55;3892,95;418
920;2023-05-14 00:00:00,000;"SO86055";320,9;5259,84;4938,94;70
921;2021-06-14 00:00:00,000;"SO46055";222,95;5209,79;4986,84;8
922;2021-06-15 00:00:00,000;"SO46057";294,4;5912,44;5618,04;224
923;2023-05-15 00:00:00,000;"SO86057";347,6;5995,44;5647,84;200
924;2023-05-16 00:00:00,000;"SO86058";219,55;4998,49;4778,94;431
925;2021-06-16 00:00:00,000;"SO46058";338,35;5100,21;4761,86;604
926;2021-06-16 00:00:00,000;"SO46061";25,2;602,07;576,87;257
927;2021-06-16 00:00:00,000;"SO46060";135,15;3158,97;3023,82;473
928;2023-05-16 00:00:00,000;"SO86060";158,2;3312,02;3153,82;536
929;2023-05-16 00:00:00,000;"SO86059";262,15;3590,83;3328,68;549
930;2021-06-16 00:00:00,000;"SO46059";156,7;3549,11;3392,41;238
931;2023-05-16 00:00:00,000;"SO86062";294,95;5228,47;4933,52;342
932;2021-06-17 00:00:00,000;"SO46062";278,3;5246,02;4967,72;232
933;2023-05-16 00:00:00,000;"SO86061";28,2;638,2;610;665
934;2021-06-17 00:00:00,000;"SO46064";163,35;2376,01;2212,66;166
935;2023-05-17 00:00:00,000;"SO86064";164,05;2431,98;2267,93;195
936;2021-06-18 00:00:00,000;"SO46066";141,25;1749,28;1608,03;340
937;2023-05-17 00:00:00,000;"SO86066";54,65;1576,28;1521,63;228
938;2023-05-17 00:00:00,000;"SO86063";8,35;169,36;161,01;149
940;2023-05-17 00:00:00,000;"SO86065";30,5;736,79;706,29;158
941;2021-06-17 00:00:00,000;"SO46065";50,45;662,48;612,03;554
942;2021-06-18 00:00:00,000;"SO46074";146,35;2367,37;2221,02;601
944;2021-06-18 00:00:00,000;"SO46068";128,2;2467,72;2339,52;59
945;2021-06-18 00:00:00,000;"SO46072";154,35;2482,57;2328,22;436
947;2021-06-18 00:00:00,000;"SO46069";43,6;1177,23;1133,63;45
948;2021-06-18 00:00:00,000;"SO46071";253;3635,38;3382,38;333
949;2021-06-18 00:00:00,000;"SO46067";225,35;3981,88;3756,53;692
950;2021-06-19 00:00:00,000;"SO46075";7,2;527,52;520,32;161
951;2021-06-19 00:00:00,000;"SO46076";369,4;5393,65;5024,25;301
952;2021-06-19 00:00:00,000;"SO46081";15,55;451,85;436,3;69
953;2021-06-19 00:00:00,000;"SO46078";25,05;328,35;303,3;260
954;2021-06-19 00:00:00,000;"SO46077";169;2756,19;2587,19;6
955;2021-06-19 00:00:00,000;"SO46080";30,5;1401,29;1370,79;357
956;2021-06-20 00:00:00,000;"SO46082";150,15;3066,42;2916,27;329
957;2021-06-19 00:00:00,000;"SO46079";37,7;707,8;670,1;673
958;2021-06-20 00:00:00,000;"SO46084";12,6;404,54;391,94;257
959;2021-06-20 00:00:00,000;"SO46086";293,75;5373,15;5079,4;160
960;2023-05-11 00:00:00,000;"SO86038";171,25;3203,52;3032,27;428
961;2021-06-20 00:00:00,000;"SO46088";124,4;1783,41;1659,01;95
962;2023-05-12 00:00:00,000;"SO86044";307,05;6474,16;6167,11;633
963;2023-05-12 00:00:00,000;"SO86042";280,1;4383,54;4103,44;547
964;2021-06-20 00:00:00,000;"SO46087";267,8;4262,02;3994,22;11
965;2021-06-20 00:00:00,000;"SO46083";110,75;1276,64;1165,89;315
966;2023-05-12 00:00:00,000;"SO86045";334,45;4889,66;4555,21;632
967;2021-06-20 00:00:00,000;"SO46085";42,45;601,78;559,33;220
968;2023-05-13 00:00:00,000;"SO86046";18,2;145,44;127,24;197
969;2023-05-12 00:00:00,000;"SO86043";162,5;2801,23;2638,73;288
970;2021-06-21 00:00:00,000;"SO46092";26,7;116,16;89,46;302
971;2023-05-13 00:00:00,000;"SO86047";97,95;1763,6;1665,65;22
972;2021-06-21 00:00:00,000;"SO46089";150,15;2963,99;2813,84;348
973;2023-05-13 00:00:00,000;"SO86049";391,8;6497,25;6105,45;38
974;2021-06-21 00:00:00,000;"SO46093";157,95;4192,23;4034,28;189
975;2023-05-13 00:00:00,000;"SO86048";71,05;1593,34;1522,29;47
976;2021-06-21 00:00:00,000;"SO46091";279,85;3434,71;3154,86;489
977;2021-06-22 00:00:00,000;"SO46094";217,35;3771,13;3553,78;638
978;2021-06-21 00:00:00,000;"SO46090";285,5;3984,31;3698,81;76
979;2021-06-22 00:00:00,000;"SO46099";133,55;2579,75;2446,2;223
980;2021-06-22 00:00:00,000;"SO46100";260,9;4992,99;4732,09;636
981;2021-06-22 00:00:00,000;"SO46098";130,6;2203,12;2072,52;240
983;2021-06-22 00:00:00,000;"SO46101";268,5;4053,15;3784,65;298
984;2021-06-22 00:00:00,000;"SO46097";26,2;634;607,8;262
985;2021-06-22 00:00:00,000;"SO46095";155,85;2541,01;2385,16;276
986;2021-06-24 00:00:00,000;"SO46105";362,85;6084,75;5721,9;594
987;2021-06-23 00:00:00,000;"SO46103";146,25;2881,63;2735,38;282
988;2021-06-23 00:00:00,000;"SO46102";61,9;1160,44;1098,54;521
990;2021-06-24 00:00:00,000;"SO46106";29,75;384,36;354,61;189
991;2021-06-24 00:00:00,000;"SO46325";214,05;4043;3828,95;59
993;2021-06-24 00:00:00,000;"SO46324";62,8;1140,1;1077,3;259
994;2021-06-24 00:00:00,000;"SO46323";66,25;974,42;908,17;87
995;2021-06-24 00:00:00,000;"SO46107";177,5;3498,91;3321,41;525
996;2021-06-25 00:00:00,000;"SO46329";11,2;171,36;160,16;539
997;2021-06-25 00:00:00,000;"SO46328";15,9;193,44;177,54;135
998;2021-06-25 00:00:00,000;"SO46330";187,25;3105,73;2918,48;362
999;2021-06-26 00:00:00,000;"SO46331";65,8;1575,47;1509,67;615
1000;2021-06-25 00:00:00,000;"SO46327";104,85;2406,04;2301,19;39
1001;2021-06-25 00:00:00,000;"SO46326";309,35;5191,6;4882,25;586
1002;2021-06-26 00:00:00,000;"SO46332";125,2;1765,18;1639,98;364
1003;2021-06-26 00:00:00,000;"SO46337";8,35;302,98;294,63;482
1005;2021-06-27 00:00:00,000;"SO46338";193,45;2940,78;2747,33;343
1006;2021-06-26 00:00:00,000;"SO46333";302,7;5562,55;5259,85;291
1007;2021-06-26 00:00:00,000;"SO46334";245,8;4289,52;4043,72;534
1008;2021-06-26 00:00:00,000;"SO46335";5,8;154,08;148,28;351
1009;2021-06-27 00:00:00,000;"SO46339";93,3;1116,9;1023,6;374
1010;2021-06-28 00:00:00,000;"SO46344";244,15;4620,59;4376,44;409
1011;2021-06-27 00:00:00,000;"SO46343";259,9;4049,57;3789,67;14
1012;2021-06-27 00:00:00,000;"SO46342";94,4;2582,92;2488,52;323
1013;2021-06-27 00:00:00,000;"SO46340";59,2;588,8;529,6;689
1014;2021-06-27 00:00:00,000;"SO46341";279,45;3782,62;3503,17;227
1015;2021-06-28 00:00:00,000;"SO46346";155,6;1762,05;1606,45;249
1016;2021-06-28 00:00:00,000;"SO46345";105,6;1603,24;1497,64;657
1017;2021-06-28 00:00:00,000;"SO46348";220,35;4879,59;4659,24;264
1018;2021-06-28 00:00:00,000;"SO46347";28,75;744,75;716;291
1019;2021-06-28 00:00:00,000;"SO46350";56,3;741,81;685,51;221
1020;2021-06-29 00:00:00,000;"SO46351";52,55;1429,56;1377,01;517
1021;2021-06-28 00:00:00,000;"SO46349";60,4;924,51;864,11;388
1022;2021-06-29 00:00:00,000;"SO46355";232,55;4682,14;4449,59;259
1023;2021-06-30 00:00:00,000;"SO46358";352,55;5559,83;5207,28;41
1024;2021-06-29 00:00:00,000;"SO46357";71,7;1116,24;1044,54;14
1025;2021-06-29 00:00:00,000;"SO46354";12,3;143,84;131,54;500
1026;2021-06-29 00:00:00,000;"SO46356";286,4;6906,65;6620,25;227
1027;2021-06-29 00:00:00,000;"SO46352";26,4;586,48;560,08;477
1028;2021-06-29 00:00:00,000;"SO46353";81,7;1121,56;1039,86;111
1029;2021-06-30 00:00:00,000;"SO46359";232,7;3396,46;3163,76;334
1030;2021-06-30 00:00:00,000;"SO46361";80,3;949,74;869,44;244
1031;2021-06-30 00:00:00,000;"SO46362";207;2460,11;2253,11;503
1032;2021-06-30 00:00:00,000;"SO46360";59,6;2563,98;2504,38;437
