id;vendas_id;produto_id;item_quantidade;valor_unitario;"valor_bruto "
24619;2055;9;1;207,48;207,48
24640;2054;9;1;198,38;198,38
24778;2066;9;1;200,2;200,2
24833;2070;9;1;225,68;225,68
24944;2073;9;1;189,28;189,28
25020;2076;9;1;212,94;212,94
25046;2078;9;1;202,02;202,02
25067;2077;9;1;203,84;203,84
25381;2094;9;1;202,02;202,02
25496;2103;9;1;225,68;225,68
25549;2105;9;1;223,86;223,86
25625;2111;9;1;189,28;189,28
25793;2121;9;1;223,86;223,86
26164;2140;9;1;183,82;183,82
26271;2152;9;1;214,76;214,76
26352;2155;9;1;202,02;202,02
26537;2160;9;1;209,3;209,3
26691;2170;9;1;191,1;191,1
26763;2171;9;1;191,1;191,1
26783;2173;9;1;185,64;185,64
26872;2175;9;1;220,22;220,22
27141;2188;9;1;218,4;218,4
27186;2187;9;1;214,76;214,76
27255;2194;9;1;222,04;222,04
27379;2206;9;1;216,58;216,58
27510;2216;9;1;220,22;220,22
27622;2222;9;1;187,46;187,46
27787;2237;9;1;216,58;216,58
27797;2239;9;1;209,3;209,3
27879;2243;9;1;191,1;191,1
28141;2260;9;1;218,4;218,4
28158;2259;9;1;194,74;194,74
28243;2261;9;1;222,04;222,04
28359;2267;9;1;196,56;196,56
28408;2271;9;1;214,76;214,76
28708;2286;9;1;182;182
28790;2289;9;1;222,04;222,04
28962;2297;9;1;194,74;194,74
28985;2298;9;1;182;182
29002;2299;9;1;227,5;227,5
29021;2302;9;1;183,82;183,82
29330;2314;9;1;196,56;196,56
29427;2321;9;1;223,86;223,86
29647;2340;9;1;214,76;214,76
29744;2344;9;1;182;182
29838;2353;9;1;183,82;183,82
29942;2357;9;1;196,56;196,56
29961;2362;9;1;212,94;212,94
30092;2368;9;1;223,86;223,86
30312;2382;9;1;196,56;196,56
30535;2391;9;1;209,3;209,3
30615;2395;9;1;205,66;205,66
30768;2401;9;1;207,48;207,48
30864;2402;9;1;182;182
30991;2412;9;1;196,56;196,56
31052;2413;9;1;191,1;191,1
31200;2416;9;1;196,56;196,56
31226;2418;9;1;218,4;218,4
31302;2420;9;1;183,82;183,82
31540;2430;9;1;203,84;203,84
31658;2435;9;1;194,74;194,74
31726;2436;9;1;202,02;202,02
31858;2441;9;1;218,4;218,4
31975;2444;9;1;200,2;200,2
32079;2447;9;1;189,28;189,28
32130;2450;9;1;200,2;200,2
32182;2453;9;1;185,64;185,64
32358;2470;9;1;196,56;196,56
32515;2479;9;1;185,64;185,64
32738;2489;9;1;216,58;216,58
32781;2491;9;1;211,12;211,12
32811;2492;9;1;205,66;205,66
33300;2513;9;1;212,94;212,94
33378;2515;9;1;198,38;198,38
33394;2519;9;1;216,58;216,58
33538;2524;9;1;218,4;218,4
33717;2535;9;1;191,1;191,1
33748;2538;9;1;207,48;207,48
33801;2539;9;1;183,82;183,82
33873;2540;9;1;182;182
33900;2543;9;1;192,92;192,92
33907;2545;9;1;194,74;194,74
34042;2550;9;1;216,58;216,58
34099;2551;9;1;214,76;214,76
34432;2567;9;1;225,68;225,68
34679;2587;9;1;194,74;194,74
34735;2590;9;1;182;182
34758;2592;9;1;218,4;218,4
34838;2596;9;1;198,38;198,38
34954;2601;9;1;203,84;203,84
35089;2605;9;1;212,94;212,94
35220;2609;9;1;223,86;223,86
35293;2611;9;1;183,82;183,82
35366;2614;9;1;218,4;218,4
35471;2617;9;1;189,28;189,28
35577;2623;9;1;222,04;222,04
35667;2629;9;1;202,02;202,02
35703;2626;9;1;182;182
35997;2640;9;1;223,86;223,86
36019;2648;9;1;212,94;212,94
36022;2650;9;1;183,82;183,82
36109;2655;9;1;187,46;187,46
36120;2657;9;1;194,74;194,74
36264;2661;9;1;223,86;223,86
36414;2663;9;1;212,94;212,94
36590;2670;9;1;225,68;225,68
36626;2673;9;1;194,74;194,74
36829;2678;9;1;192,92;192,92
36936;2681;9;1;185,64;185,64
37130;2697;9;1;192,92;192,92
37283;2705;9;1;192,92;192,92
37365;2707;9;1;212,94;212,94
37456;2711;9;1;189,28;189,28
37466;2710;9;1;194,74;194,74
37553;2713;9;1;223,86;223,86
37885;2729;9;1;227,5;227,5
37913;2728;9;1;194,74;194,74
37951;2730;9;1;196,56;196,56
38104;2735;9;1;223,86;223,86
38235;2740;9;1;194,74;194,74
38241;2741;9;1;192,92;192,92
38306;2744;9;1;227,5;227,5
38418;2750;9;1;203,84;203,84
38434;2754;9;1;225,68;225,68
38447;2752;9;1;211,12;211,12
38586;2764;9;1;182;182
38627;2769;9;1;198,38;198,38
38706;2773;9;1;214,76;214,76
38726;2780;9;1;198,38;198,38
38771;2777;9;1;194,74;194,74
38936;2787;9;1;216,58;216,58
39157;2795;9;1;216,58;216,58
39218;2815;9;1;185,64;185,64
39276;2806;9;1;202,02;202,02
39312;2811;9;1;203,84;203,84
39329;2823;9;1;227,5;227,5
39373;2822;9;1;205,66;205,66
39515;2829;9;1;220,22;220,22
39547;2836;9;1;212,94;212,94
39646;2844;9;1;223,86;223,86
39836;2856;9;1;194,74;194,74
39876;2859;9;1;222,04;222,04
39899;2890;9;1;223,86;223,86
39904;2895;9;1;182;182
39958;2862;9;1;191,1;191,1
39982;2870;9;1;191,1;191,1
40032;2877;9;1;185,64;185,64
40114;2883;9;1;220,22;220,22
40204;2903;9;1;209,3;209,3
40242;2904;9;1;187,46;187,46
40388;2912;9;1;185,64;185,64
40404;2911;9;1;216,58;216,58
40420;2915;9;1;220,22;220,22
40453;2913;9;1;205,66;205,66
40509;2918;9;1;182;182
40659;1103;9;1;200,2;200,2
40759;1119;9;1;216,58;216,58
40800;1117;9;1;189,28;189,28
40839;1122;9;1;194,74;194,74
41037;1140;9;1;200,2;200,2
41120;1145;9;1;182;182
41147;1150;9;1;223,86;223,86
41400;1163;9;1;198,38;198,38
41704;1195;9;1;212,94;212,94
41794;1203;9;1;203,84;203,84
41971;2929;9;1;191,1;191,1
42024;2931;9;1;198,38;198,38
42132;2958;9;1;223,86;223,86
42236;2960;9;1;192,92;192,92
42330;2940;9;1;216,58;216,58
42677;2954;9;1;211,12;211,12
42959;602;9;1;198,38;198,38
43128;635;9;1;207,48;207,48
43154;637;9;1;191,1;191,1
43320;653;9;1;225,68;225,68
43418;675;9;1;183,82;183,82
43555;686;9;1;194,74;194,74
43594;707;9;1;192,92;192,92
43712;817;9;1;198,38;198,38
43714;803;9;1;223,86;223,86
43733;727;9;1;222,04;222,04
43755;733;9;1;207,48;207,48
43985;769;9;1;212,94;212,94
44009;773;9;1;209,3;209,3
44029;780;9;1;200,2;200,2
44036;786;9;1;209,3;209,3
44044;783;9;1;220,22;220,22
44170;806;9;1;200,2;200,2
44237;815;9;1;187,46;187,46
44325;834;9;1;187,46;187,46
44357;848;9;1;202,02;202,02
44388;849;9;1;212,94;212,94
44441;865;9;1;183,82;183,82
44585;894;9;1;205,66;205,66
44661;963;9;1;196,56;196,56
44676;969;9;1;182;182
44795;973;9;1;214,76;214,76
44952;929;9;1;203,84;203,84
45070;3041;9;1;182;182
45180;3046;9;1;196,56;196,56
45264;3053;9;1;185,64;185,64
45388;3058;9;1;183,82;183,82
45400;2966;9;1;187,46;187,46
45425;2968;9;1;207,48;207,48
45486;2967;9;1;200,2;200,2
45495;2970;9;1;203,84;203,84
45644;3006;9;1;191,1;191,1
46051;2990;9;1;198,38;198,38
46100;3000;9;1;182;182
46243;3013;9;1;187,46;187,46
46293;3004;9;1;214,76;214,76
46330;3007;9;1;227,5;227,5
46440;3020;9;1;222,04;222,04
46667;3029;9;1;202,02;202,02
46680;3031;9;1;185,64;185,64
46792;3035;9;1;222,04;222,04
46845;3039;9;1;189,28;189,28
46884;867;9;1;189,28;189,28
46923;169;9;1;185,64;185,64
47060;273;9;1;192,92;192,92
47126;281;9;1;212,94;212,94
47201;203;9;1;203,84;203,84
47293;211;9;1;223,86;223,86
47452;241;9;1;192,92;192,92
47497;261;9;1;225,68;225,68
47551;266;9;1;194,74;194,74
47603;296;9;1;214,76;214,76
48079;427;9;1;192,92;192,92
48168;359;9;1;200,2;200,2
48353;391;9;1;203,84;203,84
48355;389;9;1;189,28;189,28
48372;398;9;1;196,56;196,56
48488;3095;9;1;211,12;211,12
48574;3098;9;1;222,04;222,04
48588;3099;9;1;209,3;209,3
48971;3120;9;1;200,2;200,2
49216;3179;9;1;209,3;209,3
49425;3146;9;1;220,22;220,22
49591;3145;9;1;196,56;196,56
49627;3149;9;1;200,2;200,2
49751;3160;9;1;207,48;207,48
49843;3168;9;1;202,02;202,02
49912;3175;9;1;187,46;187,46
50289;3205;9;1;214,76;214,76
50469;3264;9;1;209,3;209,3
50496;3220;9;1;227,5;227,5
50810;3223;9;1;222,04;222,04
50896;3230;9;1;189,28;189,28
51219;3258;9;1;182;182
51411;3279;9;1;182;182
51542;3355;9;1;214,76;214,76
51583;3360;9;1;189,28;189,28
51662;3364;9;1;225,68;225,68
51682;3371;9;1;220,22;220,22
51727;3368;9;1;200,2;200,2
51892;3389;9;1;191,1;191,1
52113;3378;9;1;191,1;191,1
52174;3402;9;1;211,12;211,12
52232;3397;9;1;214,76;214,76
52268;3399;9;1;182;182
52285;3406;9;1;223,86;223,86
52329;3405;9;1;191,1;191,1
52612;3071;9;1;183,82;183,82
52657;3076;9;1;202,02;202,02
52875;3086;9;1;212,94;212,94
53379;3346;9;1;209,3;209,3
53625;3291;9;1;214,76;214,76
53652;3314;9;1;189,28;189,28
53727;3309;9;1;209,3;209,3
53778;3302;9;1;185,64;185,64
54325;3343;9;1;194,74;194,74
54330;3340;9;1;218,4;218,4
54357;3337;9;1;209,3;209,3
54377;3416;9;1;209,3;209,3
54477;3424;9;1;207,48;207,48
54494;3425;9;1;196,56;196,56
54569;3428;9;1;183,82;183,82
54641;3426;9;1;185,64;185,64
26;2;25;1;127,2;127,2
56;6;25;1;118,72;118,72
164;15;25;1;107,06;107,06
184;21;25;1;115,54;115,54
191;22;25;1;125,08;125,08
348;36;25;1;130,38;130,38
379;38;25;1;111,3;111,3
441;53;25;1;130,38;130,38
643;68;25;1;111,3;111,3
648;71;25;1;111,3;111,3
679;75;25;1;122,96;122,96
689;72;25;1;111,3;111,3
825;91;25;1;106;106
933;97;25;1;131,44;131,44
970;96;25;1;119,78;119,78
977;95;25;1;118,72;118,72
1113;115;25;1;109,18;109,18
1147;112;25;1;110,24;110,24
1315;136;25;1;115,54;115,54
1333;138;25;1;117,66;117,66
1346;141;25;1;117,66;117,66
1356;143;25;1;131,44;131,44
1384;142;25;1;120,84;120,84
1397;147;25;1;121,9;121,9
1469;154;25;1;111,3;111,3
1506;152;25;1;118,72;118,72
1566;161;25;1;119,78;119,78
1598;164;25;1;109,18;109,18
1703;177;25;1;109,18;109,18
1861;198;25;1;122,96;122,96
1894;196;25;1;130,38;130,38
2181;246;25;1;131,44;131,44
2424;301;25;1;125,08;125,08
2571;319;25;1;109,18;109,18
2709;341;25;1;127,2;127,2
2777;353;25;1;131,44;131,44
2897;362;25;1;125,08;125,08
2898;363;25;1;122,96;122,96
3056;394;25;1;128,26;128,26
3090;392;25;1;108,12;108,12
3210;414;25;1;130,38;130,38
3240;415;25;1;108,12;108,12
3406;434;25;1;120,84;120,84
3425;436;25;1;127,2;127,2
3493;442;25;1;121,9;121,9
3563;447;25;1;132,5;132,5
3673;457;25;1;132,5;132,5
3770;462;25;1;110,24;110,24
3967;480;25;1;111,3;111,3
4015;481;25;1;107,06;107,06
4068;486;25;1;112,36;112,36
4129;490;25;1;120,84;120,84
4189;501;25;1;129,32;129,32
4398;520;25;1;109,18;109,18
4407;521;25;1;118,72;118,72
4458;529;25;1;120,84;120,84
4545;539;25;1;117,66;117,66
4602;541;25;1;119,78;119,78
4705;558;25;1;121,9;121,9
4757;563;25;1;124,02;124,02
4765;566;25;1;127,2;127,2
4885;572;25;1;108,12;108,12
5034;603;25;1;128,26;128,26
5088;587;25;1;132,5;132,5
5170;607;25;1;121,9;121,9
5209;634;25;1;112,36;112,36
5317;638;25;1;107,06;107,06
5489;682;25;1;130,38;130,38
5499;676;25;1;132,5;132,5
5597;701;25;1;124,02;124,02
5742;723;25;1;110,24;110,24
5751;722;25;1;126,14;126,14
5805;721;25;1;132,5;132,5
5948;751;25;1;111,3;111,3
6011;765;25;1;120,84;120,84
6157;782;25;1;110,24;110,24
6237;807;25;1;111,3;111,3
6315;826;25;1;111,3;111,3
6499;842;25;1;113,42;113,42
6509;868;25;1;120,84;120,84
6551;863;25;1;114,48;114,48
6588;882;25;1;120,84;120,84
6603;875;25;1;117,66;117,66
6858;906;25;1;130,38;130,38
6953;919;25;1;110,24;110,24
7027;930;25;1;131,44;131,44
7088;932;25;1;128,26;128,26
7143;944;25;1;126,14;126,14
7279;956;25;1;124,02;124,02
7302;965;25;1;127,2;127,2
7417;976;25;1;131,44;131,44
7467;985;25;1;107,06;107,06
7483;984;25;1;131,44;131,44
7486;981;25;1;111,3;111,3
7524;980;25;1;117,66;117,66
7603;986;25;1;119,78;119,78
7685;1001;25;1;119,78;119,78
7756;1006;25;1;120,84;120,84
7889;1011;25;1;112,36;112,36
7995;1028;25;1;131,44;131,44
8025;1026;25;1;109,18;109,18
8104;1029;25;1;132,5;132,5
8188;1033;25;1;106;106
8199;1036;25;1;130,38;130,38
8288;1047;25;1;122,96;122,96
8457;1059;25;1;132,5;132,5
8499;1062;25;1;114,48;114,48
8633;1067;25;1;119,78;119,78
8645;1070;25;1;127,2;127,2
8864;1073;25;1;131,44;131,44
8994;1081;25;1;122,96;122,96
9109;1085;25;1;115,54;115,54
9231;1093;25;1;121,9;121,9
9371;1100;25;1;124,02;124,02
9657;1121;25;1;121,9;121,9
9828;1135;25;1;108,12;108,12
10127;1147;25;1;130,38;130,38
10321;1176;25;1;124,02;124,02
10351;1175;25;1;114,48;114,48
10406;1190;25;1;116,6;116,6
10418;1188;25;1;120,84;120,84
10482;1199;25;1;114,48;114,48
10532;1194;25;1;128,26;128,26
10690;1210;25;1;118,72;118,72
10781;1222;25;1;129,32;129,32
10842;1225;25;1;112,36;112,36
10966;1231;25;1;116,6;116,6
11026;1232;25;1;132,5;132,5
11146;1240;25;1;112,36;112,36
11166;1241;25;1;120,84;120,84
11220;1243;25;1;130,38;130,38
11294;1246;25;1;126,14;126,14
11302;1248;25;1;127,2;127,2
11427;1250;25;1;110,24;110,24
11581;1256;25;1;124,02;124,02
11736;1264;25;1;130,38;130,38
11850;1267;25;1;115,54;115,54
12238;1289;25;1;114,48;114,48
12554;1301;25;1;118,72;118,72
12624;1305;25;1;108,12;108,12
12870;1317;25;1;109,18;109,18
13017;1319;25;1;126,14;126,14
13029;1325;25;1;121,9;121,9
13144;1329;25;1;128,26;128,26
13167;1334;25;1;117,66;117,66
13357;1339;25;1;130,38;130,38
13483;1346;25;1;112,36;112,36
13679;1352;25;1;125,08;125,08
14089;1377;25;1;131,44;131,44
14496;1394;25;1;110,24;110,24
14556;1401;25;1;107,06;107,06
14557;1402;25;1;130,38;130,38
14590;1400;25;1;125,08;125,08
14848;1419;25;1;111,3;111,3
14983;1423;25;1;113,42;113,42
15084;1431;25;1;118,72;118,72
15153;1434;25;1;121,9;121,9
15212;1436;25;1;113,42;113,42
15368;1442;25;1;110,24;110,24
15425;1447;25;1;114,48;114,48
15477;1446;25;1;109,18;109,18
15490;1449;25;1;127,2;127,2
15672;1458;25;1;132,5;132,5
15791;1464;25;1;117,66;117,66
15883;1467;25;1;128,26;128,26
15914;1468;25;1;111,3;111,3
15942;1475;25;1;110,24;110,24
16419;1496;25;1;120,84;120,84
16422;1502;25;1;129,32;129,32
16667;1508;25;1;121,9;121,9
16705;1510;25;1;129,32;129,32
16784;1518;25;1;112,36;112,36
16890;1525;25;1;129,32;129,32
17039;1540;25;1;107,06;107,06
17140;1543;25;1;126,14;126,14
17298;1545;25;1;113,42;113,42
17386;1547;25;1;107,06;107,06
17479;1552;25;1;122,96;122,96
17827;1571;25;1;111,3;111,3
17857;1577;25;1;116,6;116,6
18035;1586;25;1;126,14;126,14
18124;1590;25;1;112,36;112,36
18173;1592;25;1;119,78;119,78
18217;1595;25;1;106;106
18299;1601;25;1;125,08;125,08
18503;1612;25;1;125,08;125,08
18705;1621;25;1;129,32;129,32
18715;1622;25;1;108,12;108,12
18755;1626;25;1;109,18;109,18
18842;1630;25;1;128,26;128,26
18857;1632;25;1;131,44;131,44
18904;1631;25;1;124,02;124,02
18959;1639;25;1;126,14;126,14
19004;1637;25;1;112,36;112,36
19083;1650;25;1;117,66;117,66
19136;1655;25;1;116,6;116,6
19220;1657;25;1;112,36;112,36
19295;1660;25;1;132,5;132,5
19345;1665;25;1;114,48;114,48
19378;1668;25;1;127,2;127,2
19446;1675;25;1;114,48;114,48
19516;1673;25;1;108,12;108,12
19518;1682;25;1;116,6;116,6
19520;1676;25;1;125,08;125,08
19798;1695;25;1;119,78;119,78
19988;1706;25;1;112,36;112,36
20021;1711;25;1;115,54;115,54
20109;1715;25;1;131,44;131,44
20114;1713;25;1;109,18;109,18
20322;1736;25;1;128,26;128,26
20357;1732;25;1;125,08;125,08
20386;1733;25;1;113,42;113,42
20533;1746;25;1;132,5;132,5
20859;1761;25;1;107,06;107,06
21007;1777;25;1;113,42;113,42
21075;1781;25;1;109,18;109,18
21631;1810;25;1;132,5;132,5
21873;1838;25;1;109,18;109,18
21977;1848;25;1;127,2;127,2
22321;1876;25;1;122,96;122,96
22446;1884;25;1;131,44;131,44
22478;1887;25;1;132,5;132,5
22573;1891;25;1;119,78;119,78
22678;1902;25;1;129,32;129,32
22837;1914;25;1;132,5;132,5
22894;1912;25;1;120,84;120,84
22959;1921;25;1;111,3;111,3
22984;1922;25;1;119,78;119,78
23083;1927;25;1;124,02;124,02
23177;1934;25;1;113,42;113,42
23379;1950;25;1;124,02;124,02
23383;1949;25;1;128,26;128,26
23505;1967;25;1;132,5;132,5
23536;1975;25;1;132,5;132,5
23585;1980;25;1;107,06;107,06
23617;1981;25;1;129,32;129,32
23678;1989;25;1;117,66;117,66
23788;1996;25;1;112,36;112,36
23810;1999;25;1;114,48;114,48
23895;2003;25;1;115,54;115,54
23913;2002;25;1;120,84;120,84
23968;2004;25;1;126,14;126,14
24013;2009;25;1;120,84;120,84
24206;2022;25;1;112,36;112,36
24267;2025;25;1;132,5;132,5
24310;2026;25;1;106;106
24328;2030;25;1;118,72;118,72
24460;2037;25;1;128,26;128,26
24540;2046;25;1;113,42;113,42
24616;2055;25;1;132,5;132,5
24658;2054;25;1;131,44;131,44
24941;2073;25;1;106;106
25011;2076;25;1;117,66;117,66
25155;2083;25;1;126,14;126,14
25212;2086;25;1;128,26;128,26
25484;2101;25;1;112,36;112,36
25486;2100;25;1;130,38;130,38
25511;2103;25;1;114,48;114,48
25522;2107;25;1;125,08;125,08
25597;2108;25;1;119,78;119,78
26131;2138;25;1;118,72;118,72
26416;2157;25;1;117,66;117,66
26519;2159;25;1;110,24;110,24
26565;2161;25;1;113,42;113,42
26686;2169;25;1;125,08;125,08
26793;2174;25;1;118,72;118,72
26850;2175;25;1;113,42;113,42
26927;2181;25;1;107,06;107,06
27017;2186;25;1;116,6;116,6
27099;2193;25;1;126,14;126,14
27185;2187;25;1;129,32;129,32
27245;2195;25;1;110,24;110,24
27334;2199;25;1;108,12;108,12
27377;2206;25;1;128,26;128,26
27433;2204;25;1;112,36;112,36
27561;2221;25;1;113,42;113,42
27580;2228;25;1;117,66;117,66
27588;2225;25;1;109,18;109,18
27629;2222;25;1;118,72;118,72
27714;2231;25;1;117,66;117,66
27863;2243;25;1;118,72;118,72
27944;2247;25;1;121,9;121,9
28003;2245;25;1;114,48;114,48
28103;2255;25;1;110,24;110,24
28242;2261;25;1;125,08;125,08
28290;2262;25;1;111,3;111,3
28370;2266;25;1;115,54;115,54
28493;2277;25;1;122,96;122,96
28564;2280;25;1;128,26;128,26
28681;2286;25;1;121,9;121,9
28742;2287;25;1;113,42;113,42
28770;2289;25;1;114,48;114,48
28848;2292;25;1;131,44;131,44
28900;2296;25;1;113,42;113,42
28983;2301;25;1;107,06;107,06
28986;2298;25;1;122,96;122,96
29209;2310;25;1;111,3;111,3
29273;2311;25;1;112,36;112,36
29373;2317;25;1;115,54;115,54
29423;2324;25;1;108,12;108,12
29467;2325;25;1;127,2;127,2
29496;2329;25;1;130,38;130,38
29738;2344;25;1;118,72;118,72
29779;2346;25;1;109,18;109,18
29910;2359;25;1;110,24;110,24
29925;2357;25;1;108,12;108,12
30031;2367;25;1;120,84;120,84
30105;2368;25;1;118,72;118,72
30170;2372;25;1;107,06;107,06
30297;2382;25;1;116,6;116,6
30381;2383;25;1;127,2;127,2
30598;2392;25;1;107,06;107,06
30619;2395;25;1;128,26;128,26
30657;2397;25;1;111,3;111,3
30741;2399;25;1;122,96;122,96
30985;2406;25;1;108,12;108,12
31081;2413;25;1;125,08;125,08
31237;2418;25;1;107,06;107,06
31542;2430;25;1;108,12;108,12
31578;2432;25;1;122,96;122,96
31678;2437;25;1;127,2;127,2
31931;2445;25;1;124,02;124,02
32012;2448;25;1;114,48;114,48
32178;2450;25;1;122,96;122,96
32255;2461;25;1;128,26;128,26
32486;2478;25;1;109,18;109,18
32551;2481;25;1;108,12;108,12
32883;2494;25;1;106;106
32893;2496;25;1;120,84;120,84
32951;2498;25;1;127,2;127,2
33020;2499;25;1;116,6;116,6
33194;2510;25;1;110,24;110,24
33385;2519;25;1;110,24;110,24
33420;2518;25;1;130,38;130,38
33683;2532;25;1;117,66;117,66
33896;2543;25;1;127,2;127,2
33909;2545;25;1;127,2;127,2
34113;2551;25;1;108,12;108,12
34290;2560;25;1;106;106
34316;2558;25;1;111,3;111,3
34355;2562;25;1;121,9;121,9
34436;2567;25;1;108,12;108,12
34546;2572;25;1;114,48;114,48
34571;2583;25;1;125,08;125,08
34640;2586;25;1;132,5;132,5
34736;2591;25;1;127,2;127,2
34910;2599;25;1;127,2;127,2
34962;2601;25;1;129,32;129,32
35017;2602;25;1;118,72;118,72
35072;2605;25;1;110,24;110,24
35176;2606;25;1;110,24;110,24
35223;2609;25;1;117,66;117,66
35297;2611;25;1;114,48;114,48
35406;2614;25;1;129,32;129,32
35408;2615;25;1;120,84;120,84
35573;2623;25;1;108,12;108,12
35712;2631;25;1;132,5;132,5
35791;2632;25;1;116,6;116,6
35805;2633;25;1;128,26;128,26
35917;2634;25;1;125,08;125,08
35945;2637;25;1;109,18;109,18
35975;2638;25;1;110,24;110,24
36187;2658;25;1;112,36;112,36
36263;2661;25;1;110,24;110,24
36328;2662;25;1;117,66;117,66
36481;2668;25;1;107,06;107,06
36691;2675;25;1;121,9;121,9
36891;2682;25;1;111,3;111,3
37106;2694;25;1;109,18;109,18
37295;2705;25;1;130,38;130,38
37484;2714;25;1;107,06;107,06
37591;2716;25;1;129,32;129,32
37640;2717;25;1;126,14;126,14
37847;2726;25;1;121,9;121,9
37897;2728;25;1;111,3;111,3
38133;2737;25;1;113,42;113,42
38297;2744;25;1;130,38;130,38
38342;2745;25;1;111,3;111,3
38471;2758;25;1;127,2;127,2
38815;2812;25;1;125,08;125,08
38940;2785;25;1;131,44;131,44
38972;2789;25;1;126,14;126,14
39067;2792;25;1;106;106
39172;2804;25;1;109,18;109,18
39331;2823;25;1;112,36;112,36
39388;2822;25;1;108,12;108,12
39453;2834;25;1;121,9;121,9
39478;2831;25;1;120,84;120,84
39577;2837;25;1;109,18;109,18
39671;2844;25;1;120,84;120,84
39873;2860;25;1;118,72;118,72
39877;2859;25;1;110,24;110,24
39999;2869;25;1;107,06;107,06
40030;2877;25;1;108,12;108,12
40079;2881;25;1;113,42;113,42
40111;2883;25;1;122,96;122,96
40172;2893;25;1;127,2;127,2
40282;2905;25;1;127,2;127,2
40304;2909;25;1;121,9;121,9
40389;2912;25;1;128,26;128,26
40407;2911;25;1;109,18;109,18
40462;2913;25;1;132,5;132,5
40507;2918;25;1;124,02;124,02
40666;1103;25;1;113,42;113,42
40834;1122;25;1;124,02;124,02
41005;1136;25;1;111,3;111,3
41304;1148;25;1;115,54;115,54
41498;1184;25;1;118,72;118,72
41528;1174;25;1;116,6;116,6
41583;1191;25;1;113,42;113,42
41595;1189;25;1;111,3;111,3
41659;1198;25;1;126,14;126,14
41709;1195;25;1;109,18;109,18
41867;1217;25;1;106;106
41958;2927;25;1;117,66;117,66
42019;2929;25;1;124,02;124,02
42143;2962;25;1;115,54;115,54
42203;2959;25;1;121,9;121,9
42323;2937;25;1;109,18;109,18
42343;2938;25;1;122,96;122,96
42397;2941;25;1;106;106
42471;2947;25;1;119,78;119,78
42479;2945;25;1;118,72;118,72
42604;2948;25;1;127,2;127,2
42758;2953;25;1;122,96;122,96
42960;602;25;1;126,14;126,14
43014;588;25;1;124,02;124,02
43096;608;25;1;130,38;130,38
43135;635;25;1;111,3;111,3
43243;640;25;1;126,14;126,14
43415;681;25;1;111,3;111,3
43425;675;25;1;106;106
43523;710;25;1;131,44;131,44
43668;812;25;1;132,5;132,5
43677;811;25;1;127,2;127,2
43731;803;25;1;125,08;125,08
43874;752;25;1;131,44;131,44
43937;766;25;1;130,38;130,38
44083;781;25;1;115,54;115,54
44163;806;25;1;131,44;131,44
44241;825;25;1;132,5;132,5
44425;843;25;1;125,08;125,08
44435;869;25;1;127,2;127,2
44477;861;25;1;107,06;107,06
44514;881;25;1;121,9;121,9
44529;876;25;1;107,06;107,06
44784;973;25;1;113,42;113,42
44879;918;25;1;115,54;115,54
44953;929;25;1;126,14;126,14
45014;931;25;1;112,36;112,36
45073;3041;25;1;126,14;126,14
45402;2966;25;1;109,18;109,18
45809;2974;25;1;128,26;128,26
45869;2981;25;1;132,5;132,5
45870;2982;25;1;120,84;120,84
45903;2980;25;1;121,9;121,9
46161;2999;25;1;108,12;108,12
46296;3004;25;1;130,38;130,38
46397;3022;25;1;120,84;120,84
46466;3023;25;1;126,14;126,14
46525;3025;25;1;108,12;108,12
46681;3031;25;1;131,44;131,44
46738;3036;25;1;126,14;126,14
46790;3035;25;1;119,78;119,78
46803;3038;25;1;127,2;127,2
46862;866;25;1;115,54;115,54
46967;176;25;1;127,2;127,2
47125;197;25;1;116,6;116,6
47158;207;25;1;116,6;116,6
47445;254;25;1;120,84;120,84
47688;302;25;1;115,54;115,54
47835;320;25;1;131,44;131,44
47973;340;25;1;128,26;128,26
48041;425;25;1;131,44;131,44
48161;361;25;1;127,2;127,2
48162;364;25;1;128,26;128,26
48320;393;25;1;128,26;128,26
48354;391;25;1;113,42;113,42
48492;3095;25;1;132,5;132,5
48581;3099;25;1;125,08;125,08
48630;3106;25;1;128,26;128,26
48674;3102;25;1;115,54;115,54
48756;3115;25;1;107,06;107,06
48960;3120;25;1;128,26;128,26
49162;3129;25;1;117,66;117,66
49172;3130;25;1;115,54;115,54
49212;3179;25;1;107,06;107,06
49299;3185;25;1;108,12;108,12
49314;3189;25;1;120,84;120,84
49361;3187;25;1;107,06;107,06
49416;3150;25;1;115,54;115,54
49461;3147;25;1;124,02;124,02
49540;3140;25;1;109,18;109,18
49593;3145;25;1;106;106
49677;3151;25;1;114,48;114,48
49752;3160;25;1;113,42;113,42
49802;3164;25;1;109,18;109,18
49835;3168;25;1;124,02;124,02
49903;3175;25;1;107,06;107,06
49973;3172;25;1;126,14;126,14
49975;3183;25;1;114,48;114,48
49977;3176;25;1;116,6;116,6
50255;3204;25;1;124,02;124,02
50445;3215;25;1;106;106
50478;3220;25;1;115,54;115,54
50566;3269;25;1;106;106
50571;3277;25;1;111,3;111,3
50779;3227;25;1;112,36;112,36
50814;3223;25;1;118,72;118,72
50843;3222;25;1;107,06;107,06
50990;3244;25;1;126,14;126,14
51316;3261;25;1;129,32;129,32
51427;3348;25;1;117,66;117,66
51771;3411;25;1;131,44;131,44
51896;3386;25;1;116,6;116,6
